Code_INEGI,Municipality,Area_ID,Area,Students
9012,Tlalpan,6,Technology of the information and communication,517
9012,Tlalpan,7,"Engineering, manufacturing and construction",2520
9012,Tlalpan,9,Health Sciences,8954
9012,Tlalpan,10,Services,389
9013,Xochimilco,2,Arts and Humanities,3234
9013,Xochimilco,3,social sciences and law,81
9013,Xochimilco,4,Business Administration,4840
9016,Miguel Hidalgo,1,Education,3196
9016,Miguel Hidalgo,2,Arts and Humanities,1820
9016,Miguel Hidalgo,3,social sciences and law,7343
9016,Miguel Hidalgo,4,Business Administration,16125
9016,Miguel Hidalgo,5,"natural sciences, mathematics and statistics",2391
9016,Miguel Hidalgo,6,Technology of the information and communication,803
9016,Miguel Hidalgo,7,"Engineering, manufacturing and construction",2284
9016,Miguel Hidalgo,8,Agriculture and Veterinary,1
9016,Miguel Hidalgo,9,Health Sciences,12925
9016,Miguel Hidalgo,10,Services,838
10001,Canatlán,1,Education,478
10001,Canatlán,3,social sciences and law,51
10004,Cuencamé,4,Business Administration,142
10004,Cuencamé,6,Technology of the information and communication,142
10004,Cuencamé,7,"Engineering, manufacturing and construction",273
10005,Durango,1,Education,4605
10005,Durango,2,Arts and Humanities,932
10005,Durango,3,social sciences and law,6707
10005,Durango,4,Business Administration,7148
10005,Durango,5,"natural sciences, mathematics and statistics",803
10005,Durango,6,Technology of the information and communication,1573
10005,Durango,7,"Engineering, manufacturing and construction",7743
10005,Durango,8,Agriculture and Veterinary,1116
10005,Durango,9,Health Sciences,4902
10005,Durango,10,Services,438
10007,Gómez Palacio,1,Education,1374
10007,Gómez Palacio,2,Arts and Humanities,601
10007,Gómez Palacio,3,social sciences and law,1772
10007,Gómez Palacio,4,Business Administration,2328
10007,Gómez Palacio,5,"natural sciences, mathematics and statistics",524
10007,Gómez Palacio,6,Technology of the information and communication,352
10007,Gómez Palacio,7,"Engineering, manufacturing and construction",1815
10007,Gómez Palacio,8,Agriculture and Veterinary,321
10007,Gómez Palacio,9,Health Sciences,1887
10007,Gómez Palacio,10,Services,147
10012,Lerdo,1,Education,1073
10012,Lerdo,2,Arts and Humanities,45
10012,Lerdo,3,social sciences and law,186
10012,Lerdo,4,Business Administration,1057
10012,Lerdo,6,Technology of the information and communication,565
10012,Lerdo,7,"Engineering, manufacturing and construction",2967
10012,Lerdo,9,Health Sciences,60
10012,Lerdo,10,Services,58
10013,Mapimí,5,"natural sciences, mathematics and statistics",23
10013,Mapimí,7,"Engineering, manufacturing and construction",29
10013,Mapimí,8,Agriculture and Veterinary,83
10014,Mezquital,1,Education,20
10014,Mezquital,6,Technology of the information and communication,39
10014,Mezquital,8,Agriculture and Veterinary,40
10022,Poanas,4,Business Administration,240
10022,Poanas,6,Technology of the information and communication,68
10022,Poanas,7,"Engineering, manufacturing and construction",73
10022,Poanas,8,Agriculture and Veterinary,108
10024,Rodeo,4,Business Administration,152
10024,Rodeo,6,Technology of the information and communication,54
10024,Rodeo,7,"Engineering, manufacturing and construction",98
10024,Rodeo,8,Agriculture and Veterinary,102
10032,Santiago Papasquiaro,1,Education,64
10032,Santiago Papasquiaro,3,social sciences and law,103
10032,Santiago Papasquiaro,4,Business Administration,227
10032,Santiago Papasquiaro,6,Technology of the information and communication,178
10032,Santiago Papasquiaro,7,"Engineering, manufacturing and construction",814
10033,Súchil,1,Education,40
10034,Tamazula,4,Business Administration,36
10034,Tamazula,6,Technology of the information and communication,19
10034,Tamazula,7,"Engineering, manufacturing and construction",10
10034,Tamazula,8,Agriculture and Veterinary,33
11002,Acámbaro,1,Education,148
11002,Acámbaro,2,Arts and Humanities,38
11002,Acámbaro,3,social sciences and law,594
11002,Acámbaro,4,Business Administration,480
11002,Acámbaro,6,Technology of the information and communication,173
11002,Acámbaro,7,"Engineering, manufacturing and construction",367
11002,Acámbaro,10,Services,18
11003,San Miguel de Allende,1,Education,206
11003,San Miguel de Allende,2,Arts and Humanities,123
11003,San Miguel de Allende,3,social sciences and law,641
11003,San Miguel de Allende,4,Business Administration,662
11003,San Miguel de Allende,6,Technology of the information and communication,54
11003,San Miguel de Allende,7,"Engineering, manufacturing and construction",549
11003,San Miguel de Allende,8,Agriculture and Veterinary,161
11003,San Miguel de Allende,9,Health Sciences,253
11003,San Miguel de Allende,10,Services,601
11004,Apaseo el Alto,1,Education,76
11004,Apaseo el Alto,3,social sciences and law,37
11004,Apaseo el Alto,4,Business Administration,204
11004,Apaseo el Alto,6,Technology of the information and communication,69
11004,Apaseo el Alto,7,"Engineering, manufacturing and construction",33
11004,Apaseo el Alto,8,Agriculture and Veterinary,54
11005,Apaseo el Grande,4,Business Administration,131
11005,Apaseo el Grande,6,Technology of the information and communication,35
11005,Apaseo el Grande,7,"Engineering, manufacturing and construction",331
11007,Celaya,1,Education,1742
11007,Celaya,2,Arts and Humanities,489
11007,Celaya,3,social sciences and law,4630
11007,Celaya,4,Business Administration,7845
11007,Celaya,5,"natural sciences, mathematics and statistics",383
11007,Celaya,6,Technology of the information and communication,1096
11007,Celaya,7,"Engineering, manufacturing and construction",8137
11007,Celaya,8,Agriculture and Veterinary,1402
11007,Celaya,9,Health Sciences,3777
11007,Celaya,10,Services,413
11008,Manuel Doblado,4,Business Administration,59
11008,Manuel Doblado,7,"Engineering, manufacturing and construction",71
11009,Comonfort,3,social sciences and law,5
11009,Comonfort,4,Business Administration,148
11009,Comonfort,6,Technology of the information and communication,45
11009,Comonfort,7,"Engineering, manufacturing and construction",240
11009,Comonfort,10,Services,43
11011,Cortazar,1,Education,133
11011,Cortazar,2,Arts and Humanities,35
11011,Cortazar,3,social sciences and law,84
11011,Cortazar,4,Business Administration,895
11011,Cortazar,5,"natural sciences, mathematics and statistics",316
11011,Cortazar,6,Technology of the information and communication,2
11011,Cortazar,7,"Engineering, manufacturing and construction",3163
11011,Cortazar,8,Agriculture and Veterinary,3
11011,Cortazar,10,Services,303
11012,Cuerámaro,4,Business Administration,42
11012,Cuerámaro,7,"Engineering, manufacturing and construction",201
11012,Cuerámaro,8,Agriculture and Veterinary,90
11013,Doctor Mora,7,"Engineering, manufacturing and construction",72
11013,Doctor Mora,8,Agriculture and Veterinary,34
11014,Dolores Hidalgo Cuna de la Independencia Nacional,1,Education,466
11014,Dolores Hidalgo Cuna de la Independencia Nacional,2,Arts and Humanities,175
11014,Dolores Hidalgo Cuna de la Independencia Nacional,3,social sciences and law,493
11014,Dolores Hidalgo Cuna de la Independencia Nacional,4,Business Administration,1514
11014,Dolores Hidalgo Cuna de la Independencia Nacional,6,Technology of the information and communication,354
11014,Dolores Hidalgo Cuna de la Independencia Nacional,7,"Engineering, manufacturing and construction",1407
11015,Guanajuato,1,Education,1547
11015,Guanajuato,2,Arts and Humanities,1829
11015,Guanajuato,3,social sciences and law,2869
11015,Guanajuato,4,Business Administration,3778
11015,Guanajuato,5,"natural sciences, mathematics and statistics",1294
11015,Guanajuato,6,Technology of the information and communication,406
11015,Guanajuato,7,"Engineering, manufacturing and construction",3754
11015,Guanajuato,9,Health Sciences,1039
11015,Guanajuato,10,Services,195
11017,Irapuato,1,Education,1263
11017,Irapuato,2,Arts and Humanities,138
11017,Irapuato,3,social sciences and law,3404
11017,Irapuato,4,Business Administration,4552
11017,Irapuato,5,"natural sciences, mathematics and statistics",317
11017,Irapuato,6,Technology of the information and communication,770
11017,Irapuato,7,"Engineering, manufacturing and construction",5494
11017,Irapuato,8,Agriculture and Veterinary,1059
11017,Irapuato,9,Health Sciences,2097
11017,Irapuato,10,Services,84
11020,León,1,Education,3847
11020,León,2,Arts and Humanities,2386
11020,León,3,social sciences and law,11068
11020,León,4,Business Administration,16890
11020,León,5,"natural sciences, mathematics and statistics",659
11020,León,6,Technology of the information and communication,2574
11020,León,7,"Engineering, manufacturing and construction",12853
11020,León,8,Agriculture and Veterinary,1027
11020,León,9,Health Sciences,7609
11020,León,10,Services,2089
11021,Moroleón,1,Education,313
11021,Moroleón,2,Arts and Humanities,73
11021,Moroleón,3,social sciences and law,661
11021,Moroleón,4,Business Administration,416
11021,Moroleón,7,"Engineering, manufacturing and construction",97
11023,Pénjamo,4,Business Administration,741
11023,Pénjamo,5,"natural sciences, mathematics and statistics",260
11023,Pénjamo,6,Technology of the information and communication,164
11023,Pénjamo,7,"Engineering, manufacturing and construction",978
11023,Pénjamo,10,Services,112
11024,Pueblo Nuevo,4,Business Administration,140
11024,Pueblo Nuevo,6,Technology of the information and communication,15
11024,Pueblo Nuevo,7,"Engineering, manufacturing and construction",9
11024,Pueblo Nuevo,8,Agriculture and Veterinary,288
11025,Purísima del Rincón,1,Education,1088
11025,Purísima del Rincón,3,social sciences and law,347
11025,Purísima del Rincón,4,Business Administration,7612
11025,Purísima del Rincón,6,Technology of the information and communication,1677
11025,Purísima del Rincón,7,"Engineering, manufacturing and construction",4726
11027,Salamanca,1,Education,339
11027,Salamanca,2,Arts and Humanities,496
11027,Salamanca,3,social sciences and law,919
11027,Salamanca,4,Business Administration,1963
11027,Salamanca,6,Technology of the information and communication,812
11027,Salamanca,7,"Engineering, manufacturing and construction",3077
11027,Salamanca,10,Services,106
11028,Salvatierra,1,Education,427
11028,Salvatierra,3,social sciences and law,64
11028,Salvatierra,4,Business Administration,597
11028,Salvatierra,6,Technology of the information and communication,186
11028,Salvatierra,7,"Engineering, manufacturing and construction",683
11028,Salvatierra,8,Agriculture and Veterinary,182
11028,Salvatierra,9,Health Sciences,82
11031,San Francisco del Rincón,1,Education,162
11031,San Francisco del Rincón,2,Arts and Humanities,36
11031,San Francisco del Rincón,3,social sciences and law,450
11031,San Francisco del Rincón,4,Business Administration,475
11031,San Francisco del Rincón,7,"Engineering, manufacturing and construction",182
11032,San José Iturbide,1,Education,277
11032,San José Iturbide,3,social sciences and law,144
11032,San José Iturbide,4,Business Administration,741
11032,San José Iturbide,6,Technology of the information and communication,106
11032,San José Iturbide,7,"Engineering, manufacturing and construction",710
11033,San Luis de la Paz,1,Education,375
11033,San Luis de la Paz,3,social sciences and law,424
11033,San Luis de la Paz,4,Business Administration,446
11033,San Luis de la Paz,6,Technology of the information and communication,64
11033,San Luis de la Paz,7,"Engineering, manufacturing and construction",513
11033,San Luis de la Paz,8,Agriculture and Veterinary,122
11035,Santa Cruz de Juventino Rosas,1,Education,25
11035,Santa Cruz de Juventino Rosas,3,social sciences and law,8
11035,Santa Cruz de Juventino Rosas,4,Business Administration,660
11035,Santa Cruz de Juventino Rosas,6,Technology of the information and communication,240
11035,Santa Cruz de Juventino Rosas,7,"Engineering, manufacturing and construction",1445
11037,Silao de la Victoria,1,Education,53
11037,Silao de la Victoria,3,social sciences and law,466
11037,Silao de la Victoria,4,Business Administration,675
11037,Silao de la Victoria,5,"natural sciences, mathematics and statistics",560
11037,Silao de la Victoria,7,"Engineering, manufacturing and construction",3177
11037,Silao de la Victoria,8,Agriculture and Veterinary,109
11037,Silao de la Victoria,9,Health Sciences,278
11037,Silao de la Victoria,10,Services,330
11039,Tarimoro,4,Business Administration,59
11039,Tarimoro,6,Technology of the information and communication,16
11039,Tarimoro,7,"Engineering, manufacturing and construction",189
11041,Uriangato,3,social sciences and law,4
11041,Uriangato,4,Business Administration,406
11041,Uriangato,6,Technology of the information and communication,328
11041,Uriangato,7,"Engineering, manufacturing and construction",875
11041,Uriangato,10,Services,186
11042,Valle de Santiago,1,Education,137
11042,Valle de Santiago,2,Arts and Humanities,53
11042,Valle de Santiago,3,social sciences and law,146
11042,Valle de Santiago,4,Business Administration,622
11042,Valle de Santiago,6,Technology of the information and communication,199
11042,Valle de Santiago,7,"Engineering, manufacturing and construction",649
11042,Valle de Santiago,8,Agriculture and Veterinary,252
11042,Valle de Santiago,9,Health Sciences,546
11046,Yuriria,1,Education,194
11046,Yuriria,3,social sciences and law,29
12001,Acapulco de Juárez,1,Education,3217
12001,Acapulco de Juárez,2,Arts and Humanities,438
12001,Acapulco de Juárez,3,social sciences and law,6634
12001,Acapulco de Juárez,4,Business Administration,8351
12001,Acapulco de Juárez,5,"natural sciences, mathematics and statistics",897
12001,Acapulco de Juárez,6,Technology of the information and communication,1465
12001,Acapulco de Juárez,7,"Engineering, manufacturing and construction",2658
12001,Acapulco de Juárez,9,Health Sciences,6117
12001,Acapulco de Juárez,10,Services,1473
12007,Arcelia,1,Education,258
12007,Arcelia,2,Arts and Humanities,3
12007,Arcelia,6,Technology of the information and communication,6
12011,Atoyac de Álvarez,3,social sciences and law,20
12011,Atoyac de Álvarez,4,Business Administration,21
12011,Atoyac de Álvarez,6,Technology of the information and communication,14
12012,Ayutla de los Libres,1,Education,198
12012,Ayutla de los Libres,3,social sciences and law,251
12012,Ayutla de los Libres,4,Business Administration,67
12012,Ayutla de los Libres,5,"natural sciences, mathematics and statistics",86
12012,Ayutla de los Libres,6,Technology of the information and communication,27
